Displ,Cyl,Trans,Drive,Fuel,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,Year,Car_Make,Car_Model,IsHybrid
3.6,6.0,Auto-6,4WD,Ethanol,small SUV,6,12.0,17/23,14/19,4,2013,GMC,Terrain,Ethanol Hybrid
3.6,6.0,Auto-6,4WD,Gasoline,small SUV,6,16.0,17/23,14/19,4,2013,GMC,Terrain,Ethanol Hybrid
3.6,6.0,Auto-6,4WD,Gasoline,small SUV,6,16.0,23,19,4,2013,GMC,Terrain,Not Hybrid
3.6,6.0,Auto-6,2WD,Ethanol,small SUV,6,13.0,22/24,16/20,5,2013,GMC,Terrain,Ethanol Hybrid
3.6,6.0,Auto-6,2WD,Gasoline,small SUV,6,17.0,22/24,16/20,5,2013,GMC,Terrain,Ethanol Hybrid
3.6,6.0,Auto-6,2WD,Gasoline,small SUV,6,17.0,24,20,5,2013,GMC,Terrain,Not Hybrid
5.3,8.0,Auto-6,4WD,Ethanol,standard SUV,5,11.0,16/21,13/17,4,2013,GMC,Yukon 1500,Ethanol Hybrid
5.3,8.0,Auto-6,4WD,Gasoline,standard SUV,5,15.0,16/21,13/17,4,2013,GMC,Yukon 1500,Ethanol Hybrid
5.3,8.0,Auto-6,2WD,Ethanol,standard SUV,5,11.0,16/21,13/17,4,2013,GMC,Yukon 1500,Ethanol Hybrid
5.3,8.0,Auto-6,2WD,Gasoline,standard SUV,5,15.0,16/21,13/17,4,2013,GMC,Yukon 1500,Ethanol Hybrid
5.3,8.0,Auto-6,2WD,Ethanol,standard SUV,6,11.0,16/21,13/17,4,2013,GMC,Yukon 1500,Ethanol Hybrid
5.3,8.0,Auto-6,2WD,Gasoline,standard SUV,6,15.0,16/21,13/17,4,2013,GMC,Yukon 1500,Ethanol Hybrid
6.2,8.0,Auto-6,2WD,Ethanol,standard SUV,6,10.0,15/18,12/16,3,2013,GMC,Yukon 1500,Ethanol Hybrid
6.2,8.0,Auto-6,2WD,Gasoline,standard SUV,6,14.0,15/18,12/16,3,2013,GMC,Yukon 1500,Ethanol Hybrid
6.2,8.0,Auto-6,2WD,Ethanol,standard SUV,5,10.0,15/18,12/16,3,2013,GMC,Yukon 1500,Ethanol Hybrid
6.2,8.0,Auto-6,2WD,Gasoline,standard SUV,5,14.0,15/18,12/16,3,2013,GMC,Yukon 1500,Ethanol Hybrid
6.0,8.0,CVT,4WD,Gasoline,standard SUV,5,20.0,23,21,5,2013,GMC,Yukon 1500 Hybrid,Not Hybrid
6.0,8.0,CVT,4WD,Gasoline,standard SUV,6,20.0,23,21,5,2013,GMC,Yukon 1500 Hybrid,Not Hybrid
5.3,8.0,Auto-6,2WD,Ethanol,standard SUV,5,11.0,16/21,13/17,4,2013,GMC,Yukon 1500 XL,Ethanol Hybrid
5.3,8.0,Auto-6,2WD,Gasoline,standard SUV,5,15.0,16/21,13/17,4,2013,GMC,Yukon 1500 XL,Ethanol Hybrid
6.2,8.0,Auto-6,2WD,Ethanol,standard SUV,6,10.0,15/18,12/16,3,2013,GMC,Yukon 1500 XL,Ethanol Hybrid
6.2,8.0,Auto-6,2WD,Gasoline,standard SUV,6,14.0,15/18,12/16,3,2013,GMC,Yukon 1500 XL,Ethanol Hybrid
6.2,8.0,Auto-6,2WD,Ethanol,standard SUV,5,10.0,15/18,12/16,3,2013,GMC,Yukon 1500 XL,Ethanol Hybrid
6.2,8.0,Auto-6,2WD,Gasoline,standard SUV,5,14.0,15/18,12/16,3,2013,GMC,Yukon 1500 XL,Ethanol Hybrid
6.0,8.0,Auto-6,2WD,Gasoline,standard SUV,5,10.0,16,12,1,2013,GMC,Yukon 2500 XL,Not Hybrid
6.2,8.0,Auto-6,4WD,Ethanol,standard SUV,6,10.0,14/18,12/15,3,2013,GMC,Yukon Denali 1500,Ethanol Hybrid
6.2,8.0,Auto-6,4WD,Gasoline,standard SUV,6,13.0,14/18,12/15,3,2013,GMC,Yukon Denali 1500,Ethanol Hybrid
6.2,8.0,Auto-6,4WD,Ethanol,standard SUV,5,10.0,14/18,12/15,3,2013,GMC,Yukon Denali 1500,Ethanol Hybrid
6.2,8.0,Auto-6,4WD,Gasoline,standard SUV,5,13.0,14/18,12/15,3,2013,GMC,Yukon Denali 1500,Ethanol Hybrid
6.0,8.0,CVT,4WD,Gasoline,standard SUV,5,20.0,23,21,5,2013,GMC,Yukon Denali 1500 Hybrid,Not Hybrid
6.0,8.0,CVT,4WD,Gasoline,standard SUV,6,20.0,23,21,5,2013,GMC,Yukon Denali 1500 Hybrid,Not Hybrid
5.3,8.0,Auto-6,4WD,Ethanol,standard SUV,5,11.0,16/21,13/17,4,2013,GMC,Yukon XL 1500,Ethanol Hybrid
5.3,8.0,Auto-6,4WD,Gasoline,standard SUV,5,15.0,16/21,13/17,4,2013,GMC,Yukon XL 1500,Ethanol Hybrid
6.2,8.0,Auto-6,4WD,Ethanol,standard SUV,5,9.0,13/18,10/14,2,2013,GMC,Yukon XL 1500,Ethanol Hybrid
6.2,8.0,Auto-6,4WD,Gasoline,standard SUV,5,13.0,13/18,10/14,2,2013,GMC,Yukon XL 1500,Ethanol Hybrid
6.0,8.0,Auto-6,4WD,Gasoline,standard SUV,5,10.0,15,12,1,2013,GMC,Yukon XL 2500,Not Hybrid
6.0,8.0,CVT,2WD,Gasoline,standard SUV,5,20.0,23,21,5,2013,GMC,Yukun 1500,Not Hybrid
6.0,8.0,CVT,2WD,Gasoline,standard SUV,6,20.0,23,21,5,2013,GMC,Yukun 1500,Not Hybrid
2.4,4.0,CVT,2WD,Gasoline,midsize car,5,27.0,36,30,8,2013,HONDA,Accord,Not Hybrid
2.4,4.0,CVT,2WD,Gasoline,midsize car,6,27.0,36,30,8,2013,HONDA,Accord,Not Hybrid
2.4,4.0,CVT,2WD,Gasoline,midsize car,8,27.0,36,30,8,2013,HONDA,Accord,Not Hybrid
2.4,4.0,CVT,2WD,Gasoline,midsize car,9,27.0,36,30,8,2013,HONDA,Accord,Not Hybrid
2.4,4.0,Man-6,2WD,Gasoline,midsize car,5,24.0,34,28,7,2013,HONDA,Accord,Not Hybrid
2.4,4.0,Man-6,2WD,Gasoline,midsize car,6,24.0,34,28,7,2013,HONDA,Accord,Not Hybrid
2.4,4.0,SCV-7,2WD,Gasoline,midsize car,5,26.0,35,29,8,2013,HONDA,Accord,Not Hybrid
2.4,4.0,SCV-7,2WD,Gasoline,midsize car,6,26.0,35,29,8,2013,HONDA,Accord,Not Hybrid
2.4,4.0,SCV-7,2WD,Gasoline,midsize car,8,26.0,35,29,8,2013,HONDA,Accord,Not Hybrid
2.4,4.0,SCV-7,2WD,Gasoline,midsize car,9,26.0,35,29,8,2013,HONDA,Accord,Not Hybrid
3.5,6.0,Auto-6,2WD,Gasoline,midsize car,5,21.0,34,25,6,2013,HONDA,Accord,Not Hybrid
3.5,6.0,Auto-6,2WD,Gasoline,midsize car,6,21.0,34,25,6,2013,HONDA,Accord,Not Hybrid
3.5,6.0,Auto-6,2WD,Gasoline,midsize car,8,21.0,34,25,6,2013,HONDA,Accord,Not Hybrid
3.5,6.0,Auto-6,2WD,Gasoline,midsize car,9,21.0,34,25,6,2013,HONDA,Accord,Not Hybrid
3.5,6.0,Man-6,2WD,Gasoline,midsize car,5,18.0,28,22,5,2013,HONDA,Accord,Not Hybrid
3.5,6.0,Man-6,2WD,Gasoline,midsize car,6,18.0,28,22,5,2013,HONDA,Accord,Not Hybrid
3.5,6.0,SemiAuto-6,2WD,Gasoline,midsize car,5,21.0,32,25,6,2013,HONDA,Accord,Not Hybrid
3.5,6.0,SemiAuto-6,2WD,Gasoline,midsize car,6,21.0,32,25,6,2013,HONDA,Accord,Not Hybrid
3.5,6.0,SemiAuto-6,2WD,Gasoline,midsize car,8,21.0,32,25,6,2013,HONDA,Accord,Not Hybrid
3.5,6.0,SemiAuto-6,2WD,Gasoline,midsize car,9,21.0,32,25,6,2013,HONDA,Accord,Not Hybrid
1.8,4.0,Auto-5,2WD,CNG,small car,8,27.0,38,31,10,2013,HONDA,Civic,Not Hybrid
1.8,4.0,Auto-5,2WD,CNG,small car,9,27.0,38,31,10,2013,HONDA,Civic,Not Hybrid
1.8,4.0,Auto-5,2WD,Gasoline,small car,8,28.0,39,32,8,2013,HONDA,Civic,Not Hybrid
1.8,4.0,Auto-5,2WD,Gasoline,small car,9,28.0,39,32,8,2013,HONDA,Civic,Not Hybrid
1.8,4.0,Auto-5,2WD,Gasoline,small car,5,28.0,39,32,8,2013,HONDA,Civic,Not Hybrid
1.8,4.0,Auto-5,2WD,Gasoline,small car,6,28.0,39,32,8,2013,HONDA,Civic,Not Hybrid
1.8,4.0,Man-5,2WD,Gasoline,small car,5,28.0,36,31,8,2013,HONDA,Civic,Not Hybrid
1.8,4.0,Man-5,2WD,Gasoline,small car,6,28.0,36,31,8,2013,HONDA,Civic,Not Hybrid
2.4,4.0,Man-6,2WD,Gasoline,small car,5,22.0,31,25,6,2013,HONDA,Civic,Not Hybrid
2.4,4.0,Man-6,2WD,Gasoline,small car,6,22.0,31,25,6,2013,HONDA,Civic,Not Hybrid
1.8,4.0,Auto-5,2WD,Gasoline,small car,8,29.0,41,33,8,2013,HONDA,Civic HF,Not Hybrid
1.8,4.0,Auto-5,2WD,Gasoline,small car,9,29.0,41,33,8,2013,HONDA,Civic HF,Not Hybrid
1.8,4.0,Auto-5,2WD,Gasoline,small car,5,29.0,41,33,8,2013,HONDA,Civic HF,Not Hybrid
1.8,4.0,Auto-5,2WD,Gasoline,small car,6,29.0,41,33,8,2013,HONDA,Civic HF,Not Hybrid
1.5,4.0,CVT,2WD,Gasoline,small car,7,44.0,44,44,10,2013,HONDA,Civic Hybrid,Not Hybrid
1.5,4.0,CVT,2WD,Gasoline,small car,8,44.0,44,44,10,2013,HONDA,Civic Hybrid,Not Hybrid
1.5,4.0,CVT,2WD,Gasoline,small car,9,44.0,44,44,10,2013,HONDA,Civic Hybrid,Not Hybrid
2.4,4.0,Auto-5,2WD,Gasoline,small SUV,5,22.0,31,25,6,2013,HONDA,Crosstour,Not Hybrid
2.4,4.0,Auto-5,2WD,Gasoline,small SUV,6,22.0,31,25,6,2013,HONDA,Crosstour,Not Hybrid
3.5,6.0,SemiAuto-6,4WD,Gasoline,small SUV,5,19.0,28,22,5,2013,HONDA,Crosstour,Not Hybrid
3.5,6.0,SemiAuto-6,4WD,Gasoline,small SUV,6,19.0,28,22,5,2013,HONDA,Crosstour,Not Hybrid
3.5,6.0,SemiAuto-6,2WD,Gasoline,small SUV,5,20.0,30,23,6,2013,HONDA,Crosstour,Not Hybrid
3.5,6.0,SemiAuto-6,2WD,Gasoline,small SUV,6,20.0,30,23,6,2013,HONDA,Crosstour,Not Hybrid
2.4,4.0,Auto-5,4WD,Gasoline,small SUV,5,22.0,30,25,6,2013,HONDA,CR-V,Not Hybrid
2.4,4.0,Auto-5,4WD,Gasoline,small SUV,6,22.0,30,25,6,2013,HONDA,CR-V,Not Hybrid
2.4,4.0,Auto-5,2WD,Gasoline,small SUV,5,23.0,31,26,7,2013,HONDA,CR-V,Not Hybrid
2.4,4.0,Auto-5,2WD,Gasoline,small SUV,6,23.0,31,26,7,2013,HONDA,CR-V,Not Hybrid
1.5,4.0,Man-6,2WD,Gasoline,small car,8,31.0,38,34,9,2013,HONDA,CR-Z,Not Hybrid
1.5,4.0,Man-6,2WD,Gasoline,small car,9,31.0,38,34,9,2013,HONDA,CR-Z,Not Hybrid
1.5,4.0,SCV-7,2WD,Gasoline,small car,8,36.0,39,37,9,2013,HONDA,CR-Z,Not Hybrid
1.5,4.0,SCV-7,2WD,Gasoline,small car,9,36.0,39,37,9,2013,HONDA,CR-Z,Not Hybrid
,,Auto-1,2WD,Electricity,station wagon,10,132.0,105,118,10,2013,HONDA,Fit,Not Hybrid
1.5,4.0,Auto-5,2WD,Gasoline,station wagon,5,28.0,35,31,8,2013,HONDA,Fit,Not Hybrid
1.5,4.0,Auto-5,2WD,Gasoline,station wagon,6,28.0,35,31,8,2013,HONDA,Fit,Not Hybrid
1.5,4.0,Man-5,2WD,Gasoline,station wagon,5,27.0,33,29,8,2013,HONDA,Fit,Not Hybrid
1.5,4.0,Man-5,2WD,Gasoline,station wagon,6,27.0,33,29,8,2013,HONDA,Fit,Not Hybrid
1.5,4.0,SemiAuto-5,2WD,Gasoline,station wagon,5,27.0,33,30,8,2013,HONDA,Fit,Not Hybrid
1.5,4.0,SemiAuto-5,2WD,Gasoline,station wagon,6,27.0,33,30,8,2013,HONDA,Fit,Not Hybrid
1.3,4.0,CVT,2WD,Gasoline,small car,7,41.0,44,42,10,2013,HONDA,Insight,Not Hybrid
1.3,4.0,CVT,2WD,Gasoline,small car,8,41.0,44,42,10,2013,HONDA,Insight,Not Hybrid
1.3,4.0,CVT,2WD,Gasoline,small car,9,41.0,44,42,10,2013,HONDA,Insight,Not Hybrid
1.3,4.0,SCV-7,2WD,Gasoline,small car,7,41.0,44,42,10,2013,HONDA,Insight,Not Hybrid
1.3,4.0,SCV-7,2WD,Gasoline,small car,8,41.0,44,42,10,2013,HONDA,Insight,Not Hybrid
1.3,4.0,SCV-7,2WD,Gasoline,small car,9,41.0,44,42,10,2013,HONDA,Insight,Not Hybrid
3.5,6.0,Auto-5,2WD,Gasoline,minivan,5,18.0,27,21,5,2013,HONDA,Odyssey,Not Hybrid
3.5,6.0,Auto-6,2WD,Gasoline,minivan,5,19.0,28,22,5,2013,HONDA,Odyssey,Not Hybrid
3.5,6.0,Auto-5,2WD,Gasoline,minivan,6,18.0,27,21,5,2013,HONDA,Odyssey,Not Hybrid
3.5,6.0,Auto-6,2WD,Gasoline,minivan,6,19.0,28,22,5,2013,HONDA,Odyssey,Not Hybrid
3.5,6.0,Auto-5,4WD,Gasoline,standard SUV,5,17.0,24,20,5,2013,HONDA,Pilot,Not Hybrid
3.5,6.0,Auto-5,4WD,Gasoline,standard SUV,6,17.0,24,20,5,2013,HONDA,Pilot,Not Hybrid
3.5,6.0,Auto-5,2WD,Gasoline,small SUV,5,18.0,25,21,5,2013,HONDA,Pilot,Not Hybrid
3.5,6.0,Auto-5,2WD,Gasoline,small SUV,6,18.0,25,21,5,2013,HONDA,Pilot,Not Hybrid
3.5,6.0,Auto-5,4WD,Gasoline,pickup,5,15.0,21,17,4,2013,HONDA,Ridgeline,Not Hybrid
3.5,6.0,Auto-5,4WD,Gasoline,pickup,6,15.0,21,17,4,2013,HONDA,Ridgeline,Not Hybrid
1.6,4.0,Auto-6,2WD,Gasoline,small car,5,28.0,37,31,8,2013,HYUNDAI,Accent,Not Hybrid
1.6,4.0,Auto-6,2WD,Gasoline,small car,6,28.0,37,31,8,2013,HYUNDAI,Accent,Not Hybrid
1.6,4.0,Man-6,2WD,Gasoline,small car,5,28.0,37,32,8,2013,HYUNDAI,Accent,Not Hybrid
1.6,4.0,Man-6,2WD,Gasoline,small car,6,28.0,37,32,8,2013,HYUNDAI,Accent,Not Hybrid
3.3,6.0,Auto-6,2WD,Gasoline,large car,5,20.0,29,23,6,2013,HYUNDAI,Azera,Not Hybrid
3.3,6.0,Auto-6,2WD,Gasoline,large car,6,20.0,29,23,6,2013,HYUNDAI,Azera,Not Hybrid
1.8,4.0,Auto-6,2WD,Gasoline,midsize car,9,28.0,38,32,8,2013,HYUNDAI,Elantra,Not Hybrid
1.8,4.0,Auto-6,2WD,Gasoline,midsize car,5,28.0,38,32,8,2013,HYUNDAI,Elantra,Not Hybrid
1.8,4.0,Auto-6,2WD,Gasoline,midsize car,6,28.0,38,32,8,2013,HYUNDAI,Elantra,Not Hybrid
1.8,4.0,Man-6,2WD,Gasoline,midsize car,5,28.0,38,32,8,2013,HYUNDAI,Elantra,Not Hybrid
1.8,4.0,Man-6,2WD,Gasoline,midsize car,6,28.0,38,32,8,2013,HYUNDAI,Elantra,Not Hybrid
1.8,4.0,Auto-6,2WD,Gasoline,midsize car,9,28.0,38,32,8,2013,HYUNDAI,Elantra Blue,Not Hybrid
1.8,4.0,Auto-6,2WD,Gasoline,midsize car,5,28.0,38,32,8,2013,HYUNDAI,Elantra Blue,Not Hybrid
1.8,4.0,Auto-6,2WD,Gasoline,midsize car,6,28.0,38,32,8,2013,HYUNDAI,Elantra Blue,Not Hybrid
1.8,4.0,Auto-6,2WD,Gasoline,midsize car,9,27.0,37,31,8,2013,HYUNDAI,Elantra Coupe,Not Hybrid
1.8,4.0,Auto-6,2WD,Gasoline,midsize car,5,27.0,37,31,8,2013,HYUNDAI,Elantra Coupe,Not Hybrid
1.8,4.0,Auto-6,2WD,Gasoline,midsize car,6,27.0,37,31,8,2013,HYUNDAI,Elantra Coupe,Not Hybrid
1.8,4.0,Man-6,2WD,Gasoline,midsize car,5,28.0,38,32,8,2013,HYUNDAI,Elantra Coupe,Not Hybrid
1.8,4.0,Man-6,2WD,Gasoline,midsize car,6,28.0,38,32,8,2013,HYUNDAI,Elantra Coupe,Not Hybrid
1.8,4.0,Auto-6,2WD,Gasoline,midsize car,9,27.0,37,30,8,2013,HYUNDAI,Elantra GT,Not Hybrid
1.8,4.0,Auto-6,2WD,Gasoline,midsize car,5,27.0,37,30,8,2013,HYUNDAI,Elantra GT,Not Hybrid
1.8,4.0,Auto-6,2WD,Gasoline,midsize car,6,27.0,37,30,8,2013,HYUNDAI,Elantra GT,Not Hybrid
1.8,4.0,Man-6,2WD,Gasoline,midsize car,5,26.0,37,30,8,2013,HYUNDAI,Elantra GT,Not Hybrid
1.8,4.0,Man-6,2WD,Gasoline,midsize car,6,26.0,37,30,8,2013,HYUNDAI,Elantra GT,Not Hybrid
5.0,8.0,Auto-8,2WD,Gasoline,large car,5,15.0,23,18,4,2013,HYUNDAI,Equus,Not Hybrid
5.0,8.0,Auto-8,2WD,Gasoline,large car,6,15.0,23,18,4,2013,HYUNDAI,Equus,Not Hybrid
3.8,6.0,Auto-8,2WD,Gasoline,large car,5,18.0,28,22,5,2013,HYUNDAI,Genesis,Not Hybrid
3.8,6.0,Auto-8,2WD,Gasoline,large car,6,18.0,28,22,5,2013,HYUNDAI,Genesis,Not Hybrid
2.0,4.0,Auto-8,2WD,Gasoline,small car,5,17.0,27,21,5,2013,HYUNDAI,Genesis Coupe,Not Hybrid
2.0,4.0,Man-6,2WD,Gasoline,small car,5,21.0,30,24,6,2013,HYUNDAI,Genesis Coupe,Not Hybrid
3.8,6.0,Auto-8,2WD,Gasoline,small car,5,16.0,25,19,4,2013,HYUNDAI,Genesis Coupe,Not Hybrid
3.8,6.0,Auto-8,2WD,Gasoline,small car,6,16.0,25,19,4,2013,HYUNDAI,Genesis Coupe,Not Hybrid
3.8,6.0,Man-6,2WD,Gasoline,small car,5,18.0,27,21,5,2013,HYUNDAI,Genesis Coupe,Not Hybrid
3.8,6.0,Man-6,2WD,Gasoline,small car,6,18.0,27,21,5,2013,HYUNDAI,Genesis Coupe,Not Hybrid
5.0,8.0,Auto-8,2WD,Gasoline,large car,5,16.0,25,18,4,2013,HYUNDAI,Genesis R-Spec,Not Hybrid
5.0,8.0,Auto-8,2WD,Gasoline,large car,6,16.0,25,18,4,2013,HYUNDAI,Genesis R-Spec,Not Hybrid
3.3,6.0,Auto-6,4WD,Gasoline,small SUV,5,18.0,24,20,5,2013,HYUNDAI,Santa Fe,Not Hybrid
3.3,6.0,Auto-6,4WD,Gasoline,small SUV,6,18.0,24,20,5,2013,HYUNDAI,Santa Fe,Not Hybrid
3.3,6.0,Auto-6,2WD,Gasoline,small SUV,5,18.0,25,21,5,2013,HYUNDAI,Santa Fe,Not Hybrid
3.3,6.0,Auto-6,2WD,Gasoline,small SUV,6,18.0,25,21,5,2013,HYUNDAI,Santa Fe,Not Hybrid
2.0,4.0,Auto-6,4WD,Gasoline,small SUV,5,19.0,24,21,5,2013,HYUNDAI,Santa Fe Sport,Not Hybrid
2.0,4.0,Auto-6,4WD,Gasoline,small SUV,6,19.0,24,21,5,2013,HYUNDAI,Santa Fe Sport,Not Hybrid
2.0,4.0,Auto-6,2WD,Gasoline,small SUV,5,20.0,27,23,6,2013,HYUNDAI,Santa Fe Sport,Not Hybrid
2.0,4.0,Auto-6,2WD,Gasoline,small SUV,6,20.0,27,23,6,2013,HYUNDAI,Santa Fe Sport,Not Hybrid
2.4,4.0,Auto-6,4WD,Gasoline,small SUV,5,20.0,26,22,5,2013,HYUNDAI,Santa Fe Sport,Not Hybrid
2.4,4.0,Auto-6,4WD,Gasoline,small SUV,6,20.0,26,22,5,2013,HYUNDAI,Santa Fe Sport,Not Hybrid
2.4,4.0,Auto-6,2WD,Gasoline,small SUV,5,21.0,29,24,6,2013,HYUNDAI,Santa Fe Sport,Not Hybrid
2.4,4.0,Auto-6,2WD,Gasoline,small SUV,6,21.0,29,24,6,2013,HYUNDAI,Santa Fe Sport,Not Hybrid
2.0,4.0,Auto-6,2WD,Gasoline,large car,5,22.0,34,26,7,2013,HYUNDAI,Sonata,Not Hybrid
2.0,4.0,Auto-6,2WD,Gasoline,large car,6,22.0,34,26,7,2013,HYUNDAI,Sonata,Not Hybrid
2.4,4.0,Auto-6,2WD,Gasoline,large car,5,24.0,35,28,7,2013,HYUNDAI,Sonata,Not Hybrid
2.4,4.0,Auto-6,2WD,Gasoline,large car,6,24.0,35,28,7,2013,HYUNDAI,Sonata,Not Hybrid
2.4,4.0,Auto-6,2WD,Gasoline,large car,9,24.0,35,28,7,2013,HYUNDAI,Sonata,Not Hybrid
2.4,4.0,Man-6,2WD,Gasoline,large car,5,24.0,35,28,7,2013,HYUNDAI,Sonata,Not Hybrid
2.4,4.0,Man-6,2WD,Gasoline,large car,6,24.0,35,28,7,2013,HYUNDAI,Sonata,Not Hybrid
2.4,4.0,AutoMan-6,2WD,Gasoline,midsize car,8,36.0,40,38,9,2013,HYUNDAI,Sonata Hybrid,Not Hybrid
2.4,4.0,AutoMan-6,2WD,Gasoline,midsize car,9,36.0,40,38,9,2013,HYUNDAI,Sonata Hybrid,Not Hybrid
2.4,4.0,AutoMan-6,2WD,Gasoline,midsize car,8,36.0,40,37,9,2013,HYUNDAI,Sonata Hybrid Limited,Not Hybrid
2.4,4.0,AutoMan-6,2WD,Gasoline,midsize car,9,36.0,40,37,9,2013,HYUNDAI,Sonata Hybrid Limited,Not Hybrid
2.0,4.0,Auto-6,2WD,Gasoline,small SUV,5,22.0,29,25,6,2013,HYUNDAI,Tucson,Not Hybrid
2.0,4.0,Auto-6,2WD,Gasoline,small SUV,6,22.0,29,25,6,2013,HYUNDAI,Tucson,Not Hybrid
2.0,4.0,Man-5,2WD,Gasoline,small SUV,5,20.0,26,22,5,2013,HYUNDAI,Tucson,Not Hybrid
2.0,4.0,Man-5,2WD,Gasoline,small SUV,6,20.0,26,22,5,2013,HYUNDAI,Tucson,Not Hybrid
2.4,4.0,Auto-6,4WD,Gasoline,small SUV,5,20.0,27,23,6,2013,HYUNDAI,Tucson,Not Hybrid
2.4,4.0,Auto-6,4WD,Gasoline,small SUV,6,20.0,27,23,6,2013,HYUNDAI,Tucson,Not Hybrid
2.4,4.0,Auto-6,4WD,Gasoline,small SUV,9,20.0,27,23,6,2013,HYUNDAI,Tucson,Not Hybrid
2.4,4.0,Auto-6,2WD,Gasoline,small SUV,5,21.0,30,25,6,2013,HYUNDAI,Tucson,Not Hybrid
2.4,4.0,Auto-6,2WD,Gasoline,small SUV,6,21.0,30,25,6,2013,HYUNDAI,Tucson,Not Hybrid
2.4,4.0,Auto-6,2WD,Gasoline,small SUV,9,21.0,30,25,6,2013,HYUNDAI,Tucson,Not Hybrid
2.4,4.0,Man-6,4WD,Gasoline,small SUV,5,19.0,25,21,5,2013,HYUNDAI,Tucson,Not Hybrid
2.4,4.0,Man-6,4WD,Gasoline,small SUV,6,19.0,25,21,5,2013,HYUNDAI,Tucson,Not Hybrid
2.4,4.0,Man-6,2WD,Gasoline,small SUV,5,20.0,27,23,6,2013,HYUNDAI,Tucson,Not Hybrid
2.4,4.0,Man-6,2WD,Gasoline,small SUV,6,20.0,27,23,6,2013,HYUNDAI,Tucson,Not Hybrid
1.6,4.0,Auto-6,2WD,Gasoline,small car,5,24.0,31,28,7,2013,HYUNDAI,Veloster,Not Hybrid
1.6,4.0,Auto-6,2WD,Gasoline,small car,6,24.0,31,28,7,2013,HYUNDAI,Veloster,Not Hybrid
1.6,4.0,AutoMan-6,2WD,Gasoline,small car,5,28.0,37,31,8,2013,HYUNDAI,Veloster,Not Hybrid
1.6,4.0,AutoMan-6,2WD,Gasoline,small car,6,28.0,37,31,8,2013,HYUNDAI,Veloster,Not Hybrid
1.6,4.0,Man-6,2WD,Gasoline,small car,5,24.0,35,28,7,2013,HYUNDAI,Veloster,Not Hybrid
1.6,4.0,Man-6,2WD,Gasoline,small car,6,24.0,35,28,7,2013,HYUNDAI,Veloster,Not Hybrid
1.6,4.0,Man-6,2WD,Gasoline,small car,5,27.0,37,31,8,2013,HYUNDAI,Veloster,Not Hybrid
1.6,4.0,Man-6,2WD,Gasoline,small car,6,27.0,37,31,8,2013,HYUNDAI,Veloster,Not Hybrid
3.7,6.0,SemiAuto-7,4WD,Gasoline,station wagon,5,17.0,24,20,5,2013,INFINITI,EX37,Not Hybrid
3.7,6.0,SemiAuto-7,4WD,Gasoline,station wagon,6,17.0,24,20,5,2013,INFINITI,EX37,Not Hybrid
3.7,6.0,SemiAuto-7,2WD,Gasoline,station wagon,5,17.0,25,20,5,2013,INFINITI,EX37,Not Hybrid
3.7,6.0,SemiAuto-7,2WD,Gasoline,station wagon,6,17.0,25,20,5,2013,INFINITI,EX37,Not Hybrid
3.7,6.0,SemiAuto-7,4WD,Gasoline,small SUV,5,16.0,22,18,4,2013,INFINITI,FX37,Not Hybrid
3.7,6.0,SemiAuto-7,4WD,Gasoline,small SUV,6,16.0,22,18,4,2013,INFINITI,FX37,Not Hybrid
3.7,6.0,SemiAuto-7,2WD,Gasoline,small SUV,5,17.0,24,19,4,2013,INFINITI,FX37,Not Hybrid
3.7,6.0,SemiAuto-7,2WD,Gasoline,small SUV,6,17.0,24,19,4,2013,INFINITI,FX37,Not Hybrid
5.0,8.0,SemiAuto-7,4WD,Gasoline,small SUV,5,14.0,20,16,3,2013,INFINITI,FX50,Not Hybrid
3.7,6.0,Man-6,2WD,Gasoline,midsize car,5,17.0,25,20,5,2013,INFINITI,G37,Not Hybrid
3.7,6.0,Man-6,2WD,Gasoline,midsize car,6,17.0,25,20,5,2013,INFINITI,G37,Not Hybrid
3.7,6.0,SemiAuto-7,2WD,Gasoline,midsize car,5,19.0,27,22,5,2013,INFINITI,G37,Not Hybrid
3.7,6.0,SemiAuto-7,2WD,Gasoline,midsize car,6,19.0,27,22,5,2013,INFINITI,G37,Not Hybrid
3.7,6.0,Man-6,2WD,Gasoline,small car,5,16.0,24,19,4,2013,INFINITI,G37 Convertible,Not Hybrid
3.7,6.0,Man-6,2WD,Gasoline,small car,6,16.0,24,19,4,2013,INFINITI,G37 Convertible,Not Hybrid
3.7,6.0,SemiAuto-7,2WD,Gasoline,small car,5,17.0,25,20,5,2013,INFINITI,G37 Convertible,Not Hybrid
3.7,6.0,SemiAuto-7,2WD,Gasoline,small car,6,17.0,25,20,5,2013,INFINITI,G37 Convertible,Not Hybrid
3.7,6.0,Man-6,2WD,Gasoline,small car,5,17.0,25,20,5,2013,INFINITI,G37 Coupe,Not Hybrid
3.7,6.0,Man-6,2WD,Gasoline,small car,6,17.0,25,20,5,2013,INFINITI,G37 Coupe,Not Hybrid
3.7,6.0,SemiAuto-7,2WD,Gasoline,small car,5,19.0,27,22,5,2013,INFINITI,G37 Coupe,Not Hybrid
3.7,6.0,SemiAuto-7,2WD,Gasoline,small car,6,19.0,27,22,5,2013,INFINITI,G37 Coupe,Not Hybrid
