Displ,Cyl,Trans,Drive,Fuel,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,Year,Car_Make,Car_Model,IsHybrid
1.5,4.0,SCV-7,2WD,Gasoline,large car,7,30.0,37,33,6.0,2024,ACURA,Integra,Not Hybrid
2.0,4.0,Man-6,2WD,Gasoline,large car,6,21.0,28,24,5.0,2024,ACURA,Integra,Not Hybrid
1.5,4.0,Man-6,2WD,Gasoline,large car,6,26.0,36,30,6.0,2024,ACURA,Integra A-Spec,Not Hybrid
1.5,4.0,SCV-7,2WD,Gasoline,large car,7,29.0,36,32,6.0,2024,ACURA,Integra A-Spec,Not Hybrid
3.5,6.0,SemiAuto-10,2WD,Gasoline,small SUV,5,19.0,26,22,5.0,2024,ACURA,MDX,Not Hybrid
3.5,6.0,SemiAuto-10,4WD,Gasoline,small SUV,5,19.0,25,21,4.0,2024,ACURA,MDX,Not Hybrid
3.0,6.0,SemiAuto-10,4WD,Gasoline,standard SUV,5,17.0,21,19,4.0,2024,ACURA,MDX Type-S,Not Hybrid
2.0,4.0,SemiAuto-10,4WD,Gasoline,small SUV,6,21.0,27,23,5.0,2024,ACURA,RDX,Not Hybrid
2.0,4.0,SemiAuto-10,4WD,Gasoline,small SUV,6,21.0,26,23,5.0,2024,ACURA,RDX A-SPEC,Not Hybrid
2.0,4.0,SemiAuto-10,2WD,Gasoline,small car,7,22.0,31,25,5.0,2024,ACURA,TLX,Not Hybrid
2.0,4.0,SemiAuto-10,4WD,Gasoline,small car,7,21.0,29,24,5.0,2024,ACURA,TLX AWD A-SPEC,Not Hybrid
3.0,6.0,SemiAuto-10,4WD,Gasoline,small car,5,19.0,25,21,4.0,2024,ACURA,TLX Type-S,Not Hybrid
2.0,4.0,Auto-8,2WD,Gasoline,midsize car,5,24.0,33,27,5.0,2024,ALFA ROMEO,Giulia,Not Hybrid
2.9,6.0,Auto-8,2WD,Gasoline,midsize car,3,17.0,25,20,4.0,2024,ALFA ROMEO,Giulia,Not Hybrid
2.0,4.0,Auto-8,4WD,Gasoline,midsize car,5,23.0,31,26,5.0,2024,ALFA ROMEO,Giulia AWD,Not Hybrid
2.0,4.0,Auto-8,2WD,Gasoline,small SUV,5,22.0,29,25,5.0,2024,ALFA ROMEO,Stelvio,Not Hybrid
2.0,4.0,Auto-8,4WD,Gasoline,small SUV,5,22.0,28,24,5.0,2024,ALFA ROMEO,Stelvio AWD,Not Hybrid
2.9,6.0,Auto-8,4WD,Gasoline,small SUV,3,17.0,23,19,4.0,2024,ALFA ROMEO,Stelvio AWD,Not Hybrid
1.3,4.0,Auto-6,4WD,Gasoline,small SUV,6,29.0,29/77,29/77,9.0,2024,ALFA ROMEO,Tonale eAWD,Electric Hybrid
1.3,4.0,Auto-6,4WD,Electricity,small SUV,6,77.0,29/77,29/77,9.0,2024,ALFA ROMEO,Tonale eAWD,Electric Hybrid
4.0,8.0,Auto-8,2WD,Gasoline,small car,5,15.0,22,17,3.0,2024,ASTON MARTIN,DB12 V8,Not Hybrid
4.0,8.0,Auto-9,4WD,Gasoline,standard SUV,5,15.0,20,17,3.0,2024,ASTON MARTIN,DBX 707,Not Hybrid
4.0,8.0,Auto-9,4WD,Gasoline,standard SUV,5,14.0,20,16,3.0,2024,ASTON MARTIN,DBX V8,Not Hybrid
5.2,12.0,Man-6,2WD,Gasoline,small car,3,12.0,18,14,2.0,2024,ASTON MARTIN,Valour,Not Hybrid
2.0,4.0,AMS-7,2WD,Gasoline,small car,7,29.0,37,32,6.0,2024,AUDI,A3,Not Hybrid
2.0,4.0,AMS-7,4WD,Gasoline,small car,7,27.0,34,30,6.0,2024,AUDI,A3,Not Hybrid
2.0,4.0,AMS-7,4WD,Gasoline,small car,5,26.0,35,30,6.0,2024,AUDI,A4,Not Hybrid
2.0,4.0,AMS-7,4WD,Gasoline,small car,5,24.0,32,27,5.0,2024,AUDI,A4 S line quattro,Not Hybrid
2.0,4.0,AMS-7,4WD,Gasoline,station wagon,5,23.0,30,26,5.0,2024,AUDI,A4 allroad quattro,Not Hybrid
2.0,4.0,AMS-7,4WD,Gasoline,small car,5,24.0,32,27,5.0,2024,AUDI,A5,Not Hybrid
2.0,4.0,AMS-7,4WD,Gasoline,small car,5,24.0,33,27,5.0,2024,AUDI,A5 Cabriolet,Not Hybrid
2.0,4.0,AMS-7,4WD,Gasoline,midsize car,5,24.0,32,27,5.0,2024,AUDI,A5 Sportback S line quattro,Not Hybrid
2.0,4.0,AMS-7,4WD,Gasoline,midsize car,5,26.0,35,30,6.0,2024,AUDI,A5 Sportback quattro,Not Hybrid
2.0,4.0,AMS-7,4WD,Gasoline,midsize car,5,23.0,33,26,5.0,2024,AUDI,A6,Not Hybrid
3.0,6.0,AMS-7,4WD,Gasoline,midsize car,5,22.0,30,25,5.0,2024,AUDI,A6,Not Hybrid
3.0,6.0,AMS-7,4WD,Gasoline,station wagon,5,22.0,30,25,5.0,2024,AUDI,A6 allroad quattro,Not Hybrid
3.0,6.0,AMS-7,4WD,Gasoline,midsize car,5,22.0,30,25,5.0,2024,AUDI,A7,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,large car,5,19.0,28,22,5.0,2024,AUDI,A8 quattro,Not Hybrid
2.0,4.0,SemiAuto-8,4WD,Gasoline,small SUV,6,22.0,29,25,5.0,2024,AUDI,Q3,Not Hybrid
2.0,4.0,SemiAuto-8,4WD,Gasoline,small SUV,7,20.0,28,23,5.0,2024,AUDI,Q3 S line quattro,Not Hybrid
,,Auto-1,2WD,Electricity,standard SUV,10,30.0,36,33,10.0,2024,AUDI,Q4 40 e-tron,Not Hybrid
,,Auto-1,4WD,Electricity,standard SUV,10,97.0,87,93,10.0,2024,AUDI,Q4 50 e-tron quattro,Not Hybrid
,,Auto-1,4WD,Electricity,standard SUV,10,100.0,89,95,10.0,2024,AUDI,Q4 Sportback 50 e-tron quattro,Not Hybrid
2.0,4.0,AMS-7,4WD,Gasoline,small SUV,7,25.0,27/61,26/58,9.0,2024,AUDI,Q5 Plug-In Hybrid quattro,Electric Hybrid
2.0,4.0,AMS-7,4WD,Electricity,small SUV,7,55.0,27/61,26/58,9.0,2024,AUDI,Q5 Plug-In Hybrid quattro,Electric Hybrid
2.0,4.0,AMS-7,4WD,Gasoline,small SUV,5,22.0,28,24,5.0,2024,AUDI,Q5 S line quattro,Not Hybrid
2.0,4.0,AMS-7,4WD,Gasoline,small SUV,5,22.0,28,24,5.0,2024,AUDI,Q5 Sportback S line quattro,Not Hybrid
2.0,4.0,AMS-7,4WD,Gasoline,small SUV,5,23.0,29,26,5.0,2024,AUDI,Q5 quattro,Not Hybrid
2.0,4.0,SemiAuto-8,4WD,Gasoline,standard SUV,5,19.0,25,21,4.0,2024,AUDI,Q7 quattro,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,standard SUV,5,19.0,24,21,4.0,2024,AUDI,Q7 quattro,Not Hybrid
,,Auto-2,4WD,Electricity,standard SUV,10,84.0,90,87,10.0,2024,AUDI,Q8 Sportback e-tron quattro,Not Hybrid
,,Auto-2,4WD,Electricity,standard SUV,10,84.0,89,86,10.0,2024,AUDI,Q8 Sportback e-tron ultra quattro,Not Hybrid
,,Auto-2,4WD,Electricity,standard SUV,10,80.0,83,81,10.0,2024,AUDI,Q8 e-tron quattro,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,standard SUV,5,17.0,23,19,4.0,2024,AUDI,Q8 quattro,Not Hybrid
2.5,5.0,AMS-7,4WD,Gasoline,small car,3,19.0,29,23,5.0,2024,AUDI,RS 3,Not Hybrid
2.9,6.0,SemiAuto-8,4WD,Gasoline,small car,5,18.0,25,21,4.0,2024,AUDI,RS 5 Coupe,Not Hybrid
2.9,6.0,SemiAuto-8,4WD,Gasoline,midsize car,5,18.0,25,20,4.0,2024,AUDI,RS 5 Sportback,Not Hybrid
4.0,8.0,SemiAuto-8,4WD,Gasoline,station wagon,3,14.0,22,17,3.0,2024,AUDI,RS 6 Avant,Not Hybrid
4.0,8.0,SemiAuto-8,4WD,Gasoline,midsize car,3,14.0,22,17,3.0,2024,AUDI,RS 7,Not Hybrid
4.0,8.0,SemiAuto-8,4WD,Gasoline,standard SUV,3,13.0,19,15,2.0,2024,AUDI,RS Q8,Not Hybrid
,,Auto-2,4WD,Electricity,midsize car,10,85.0,85,85,10.0,2024,AUDI,RS e-tron GT,Not Hybrid
2.0,4.0,AMS-7,4WD,Gasoline,small car,5,23.0,32,26,5.0,2024,AUDI,S3,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,small car,5,21.0,29,24,5.0,2024,AUDI,S4,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,small car,5,20.0,27,22,5.0,2024,AUDI,S5 Cabriolet,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,small car,5,21.0,29,24,5.0,2024,AUDI,S5 Coupe,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,midsize car,5,20.0,29,23,5.0,2024,AUDI,S5 Sportback,Not Hybrid
2.9,6.0,SemiAuto-8,4WD,Gasoline,midsize car,5,19.0,26,22,5.0,2024,AUDI,S6,Not Hybrid
2.9,6.0,SemiAuto-8,4WD,Gasoline,midsize car,5,19.0,26,22,5.0,2024,AUDI,S7,Not Hybrid
4.0,8.0,SemiAuto-8,4WD,Gasoline,large car,3,15.0,24,18,4.0,2024,AUDI,S8,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,small SUV,5,19.0,24,21,4.0,2024,AUDI,SQ5,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,small SUV,5,19.0,24,21,4.0,2024,AUDI,SQ5 Sportback,Not Hybrid
4.0,8.0,SemiAuto-8,4WD,Gasoline,standard SUV,3,15.0,21,17,3.0,2024,AUDI,SQ7,Not Hybrid
4.0,8.0,SemiAuto-8,4WD,Gasoline,standard SUV,3,15.0,21,17,3.0,2024,AUDI,SQ8,Not Hybrid
,,Auto-2,4WD,Electricity,standard SUV,10,72.0,75,73,10.0,2024,AUDI,SQ8 Sportback e-tron (20 in.wheels),Not Hybrid
,,Auto-2,4WD,Electricity,standard SUV,10,62.0,63,63,10.0,2024,AUDI,SQ8 Sportback e-tron (21/22 in.wheels),Not Hybrid
,,Auto-2,4WD,Electricity,standard SUV,10,72.0,75,73,10.0,2024,AUDI,SQ8 e-tron (20 in. wheels),Not Hybrid
,,Auto-2,4WD,Electricity,standard SUV,10,62.0,63,63,10.0,2024,AUDI,SQ8 e-tron (21/22 in.wheels),Not Hybrid
,,Auto-2,4WD,Electricity,midsize car,10,85.0,85,85,10.0,2024,AUDI,e-tron GT,Not Hybrid
4.0,8.0,SemiAuto-8,4WD,Gasoline,standard SUV,3,14.0,21,16,3.0,2024,BENTLEY,Bentayga,Not Hybrid
4.0,8.0,SemiAuto-8,4WD,Gasoline,standard SUV,3,14.0,21,16,3.0,2024,BENTLEY,Bentayga EWB,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,standard SUV,3,19.0,23/43,21/42,8.0,2024,BENTLEY,Bentayga Hybrid,Electric Hybrid
3.0,6.0,SemiAuto-8,4WD,Electricity,standard SUV,3,41.0,23/43,21/42,8.0,2024,BENTLEY,Bentayga Hybrid,Electric Hybrid
4.0,8.0,AMS-8,4WD,Gasoline,small car,3,14.0,22,17,3.0,2024,BENTLEY,Continental GT,Not Hybrid
6.0,12.0,AMS-8,4WD,Gasoline,small car,3,12.0,20,15,2.0,2024,BENTLEY,Continental GT,Not Hybrid
4.0,8.0,AMS-8,4WD,Gasoline,small car,3,14.0,21,16,3.0,2024,BENTLEY,Continental GTC,Not Hybrid
6.0,12.0,AMS-8,4WD,Gasoline,small car,3,12.0,19,14,2.0,2024,BENTLEY,Continental GTC,Not Hybrid
4.0,8.0,AMS-8,4WD,Gasoline,midsize car,3,15.0,20,17,3.0,2024,BENTLEY,Flying Spur,Not Hybrid
6.0,12.0,AMS-8,4WD,Gasoline,midsize car,3,12.0,19,15,2.0,2024,BENTLEY,Flying Spur,Not Hybrid
2.9,6.0,AMS-8,4WD,Gasoline,midsize car,5,17.0,22/50,19/46,7.0,2024,BENTLEY,Flying Spur Hybrid,Electric Hybrid
2.9,6.0,AMS-8,4WD,Electricity,midsize car,5,43.0,22/50,19/46,7.0,2024,BENTLEY,Flying Spur Hybrid,Electric Hybrid
2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,7,24.0,34,28,6.0,2024,BMW,228i Gran Coupe,Not Hybrid
2.0,4.0,SemiAuto-8,4WD,Gasoline,small car,7,23.0,33,27,5.0,2024,BMW,228i xDrive Gran Coupe,Not Hybrid
2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,3,26.0,35,30,6.0,2024,BMW,230i Coupe,Not Hybrid
2.0,4.0,SemiAuto-8,4WD,Gasoline,small car,3,25.0,33,28,6.0,2024,BMW,230i xDrive Coupe,Not Hybrid
2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,7,24.0,32/78,27/73,8.0,2024,BMW,330e,Electric Hybrid
2.0,4.0,SemiAuto-8,2WD,Electricity,small car,7,69.0,32/78,27/73,8.0,2024,BMW,330e,Electric Hybrid
2.0,4.0,SemiAuto-8,4WD,Gasoline,small car,7,22.0,32/75,26/68,8.0,2024,BMW,330e,Electric Hybrid
2.0,4.0,SemiAuto-8,4WD,Electricity,small car,7,64.0,32/75,26/68,8.0,2024,BMW,330e,Electric Hybrid
2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,7,25.0,34,29,6.0,2024,BMW,330i,Not Hybrid
2.0,4.0,SemiAuto-8,4WD,Gasoline,small car,7,24.0,33,27,5.0,2024,BMW,330i,Not Hybrid
2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,7,25.0,34,28,6.0,2024,BMW,430i Convertible,Not Hybrid
2.0,4.0,SemiAuto-8,4WD,Gasoline,small car,7,23.0,33,27,5.0,2024,BMW,430i Convertible,Not Hybrid
2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,7,25.0,34,28,6.0,2024,BMW,430i Coupe,Not Hybrid
2.0,4.0,SemiAuto-8,4WD,Gasoline,small car,7,23.0,33,27,5.0,2024,BMW,430i Coupe,Not Hybrid
2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,7,25.0,34,28,6.0,2024,BMW,430i Gran Coupe,Not Hybrid
2.0,4.0,SemiAuto-8,4WD,Gasoline,small car,7,23.0,33,27,5.0,2024,BMW,430i Gran Coupe,Not Hybrid
2.0,4.0,SemiAuto-8,2WD,Gasoline,midsize car,7,27.0,35,30,6.0,2024,BMW,530i,Not Hybrid
2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,7,27.0,35,30,6.0,2024,BMW,530i,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,midsize car,7,26.0,33,28,6.0,2024,BMW,540i,Not Hybrid
3.0,6.0,SemiAuto-8,2WD,Gasoline,large car,7,25.0,31,28,6.0,2024,BMW,740i,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,large car,7,24.0,31,27,5.0,2024,BMW,740i,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,large car,7,24.0,27/72,25/65,9.0,2024,BMW,750e xDrive,Electric Hybrid
3.0,6.0,SemiAuto-8,4WD,Electricity,large car,7,60.0,27/72,25/65,9.0,2024,BMW,750e xDrive,Electric Hybrid
4.4,8.0,SemiAuto-8,4WD,Gasoline,large car,5,18.0,25,20,4.0,2024,BMW,760i xDrive,Not Hybrid
3.0,6.0,SemiAuto-8,2WD,Gasoline,small car,3,21.0,29,24,5.0,2024,BMW,840i Convertible,Not Hybrid
3.0,6.0,SemiAuto-8,2WD,Gasoline,small car,3,21.0,29,24,5.0,2024,BMW,840i Coupe,Not Hybrid
3.0,6.0,SemiAuto-8,2WD,Gasoline,midsize car,3,21.0,29,24,5.0,2024,BMW,840i Gran Coupe,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,small car,3,21.0,29,24,5.0,2024,BMW,840i xDrive Convertible,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,small car,3,21.0,29,24,5.0,2024,BMW,840i xDrive Coupe,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,midsize car,3,21.0,29,24,5.0,2024,BMW,840i xDrive Gran Coupe,Not Hybrid
4.4,8.0,SemiAuto-8,4WD,Gasoline,midsize car,3,17.0,24,19,4.0,2024,BMW,ALPINA B8 Gran Coupe,Not Hybrid
4.4,8.0,SemiAuto-8,4WD,Gasoline,standard SUV,5,16.0,20,17,3.0,2024,BMW,Alpina XB7,Not Hybrid
3.0,6.0,Man-6,2WD,Gasoline,small car,5,16.0,24,19,4.0,2024,BMW,M2 Coupe,Not Hybrid
3.0,6.0,SemiAuto-8,2WD,Gasoline,small car,5,16.0,23,19,4.0,2024,BMW,M2 Coupe,Not Hybrid
2.0,4.0,SemiAuto-8,4WD,Gasoline,small car,3,24.0,33,27,5.0,2024,BMW,M235i xDrive Gran Coupe,Not Hybrid
3.0,6.0,SemiAuto-8,2WD,Gasoline,small car,5,22.0,32,26,5.0,2024,BMW,M240i Coupe,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,small car,5,23.0,32,26,5.0,2024,BMW,M240i Coupe,Not Hybrid
3.0,6.0,Man-6,2WD,Gasoline,small car,5,16.0,23,19,4.0,2024,BMW,M3,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,small car,5,15.0,22,18,4.0,2024,BMW,M3 CS,Not Hybrid
3.0,6.0,SemiAuto-8,2WD,Gasoline,small car,5,16.0,23,19,4.0,2024,BMW,M3 Competition,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,small car,5,16.0,22,18,4.0,2024,BMW,M3 Competition M,Not Hybrid
3.0,6.0,SemiAuto-8,2WD,Gasoline,small car,5,23.0,31,26,5.0,2024,BMW,M340i,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,small car,5,23.0,31,26,5.0,2024,BMW,M340i,Not Hybrid
3.0,6.0,SemiAuto-8,2WD,Gasoline,small car,5,16.0,23,19,4.0,2024,BMW,M4 Competition Coupe,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,small car,5,16.0,22,18,4.0,2024,BMW,M4 Competition M,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,small car,5,16.0,23,18,4.0,2024,BMW,M4 Competition M Convertible,Not Hybrid
3.0,6.0,Man-6,2WD,Gasoline,small car,5,16.0,23,19,4.0,2024,BMW,M4 Coupe,Not Hybrid
3.0,6.0,SemiAuto-8,2WD,Gasoline,small car,5,24.0,32,27,5.0,2024,BMW,M440i,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,small car,5,22.0,30,25,5.0,2024,BMW,M440i,Not Hybrid
3.0,6.0,SemiAuto-8,2WD,Gasoline,small car,5,23.0,31,26,5.0,2024,BMW,M440i Convertible,Not Hybrid
3.0,6.0,SemiAuto-8,2WD,Gasoline,small car,5,24.0,32,27,5.0,2024,BMW,M440i Gran Coupe,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,small car,5,22.0,30,25,5.0,2024,BMW,M440i Gran Coupe,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,small car,5,22.0,31,25,5.0,2024,BMW,M440i xDrive Coupe,Not Hybrid
4.4,8.0,SemiAuto-8,4WD,Gasoline,small car,3,15.0,22,17,3.0,2024,BMW,M8 Competition Convertible,Not Hybrid
4.4,8.0,SemiAuto-8,4WD,Gasoline,small car,3,15.0,22,17,3.0,2024,BMW,M8 Competition Coupe,Not Hybrid
4.4,8.0,SemiAuto-8,4WD,Gasoline,midsize car,3,15.0,22,17,3.0,2024,BMW,M8 Competition Gran Coupe,Not Hybrid
4.4,8.0,SemiAuto-8,4WD,Gasoline,small car,3,17.0,24,19,4.0,2024,BMW,M850i xDrive,Not Hybrid
4.4,8.0,SemiAuto-8,4WD,Gasoline,small car,3,17.0,24,19,4.0,2024,BMW,M850i xDrive Convertible,Not Hybrid
4.4,8.0,SemiAuto-8,4WD,Gasoline,midsize car,3,17.0,24,19,4.0,2024,BMW,M850i xDrive Gran Coupe,Not Hybrid
2.0,4.0,AMS-7,4WD,Gasoline,small SUV,6,23.0,31,26,5.0,2024,BMW,X1 M35i,Not Hybrid
2.0,4.0,AMS-7,4WD,Gasoline,small SUV,8,25.0,34,28,6.0,2024,BMW,X1 xDrive28i,Not Hybrid
2.0,4.0,AMS-7,4WD,Gasoline,small SUV,6,23.0,32,26,5.0,2024,BMW,X2 M35i,Not Hybrid
2.0,4.0,AMS-7,4WD,Gasoline,small SUV,8,24.0,33,28,6.0,2024,BMW,X2 xDrive28i,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,small SUV,3,15.0,20,17,3.0,2024,BMW,X3 M,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,small SUV,3,15.0,20,17,3.0,2024,BMW,X3 M Competition,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,small SUV,5,21.0,26,23,5.0,2024,BMW,X3 M40i,Not Hybrid
2.0,4.0,SemiAuto-8,2WD,Gasoline,small SUV,7,23.0,29,25,5.0,2024,BMW,X3 sDrive30i,Not Hybrid
2.0,4.0,SemiAuto-8,4WD,Gasoline,small SUV,7,21.0,28,24,5.0,2024,BMW,X3 xDrive30i,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,small SUV,3,15.0,20,17,3.0,2024,BMW,X4 M,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,small SUV,3,15.0,20,17,3.0,2024,BMW,X4 M Competition,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,small SUV,5,21.0,26,23,5.0,2024,BMW,X4 M40i,Not Hybrid
2.0,4.0,SemiAuto-8,4WD,Gasoline,small SUV,7,21.0,28,24,5.0,2024,BMW,X4 xDrive30i,Not Hybrid
4.4,8.0,SemiAuto-8,4WD,Gasoline,standard SUV,5,13.0,18,15,2.0,2024,BMW,X5 M Competition,Not Hybrid
4.4,8.0,SemiAuto-8,4WD,Gasoline,standard SUV,5,17.0,22,19,4.0,2024,BMW,X5 M60i xDrive,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,standard SUV,7,23.0,27,25,5.0,2024,BMW,X5 xDrive40i,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,standard SUV,7,22.0,23/59,22/58,9.0,2024,BMW,X5 xDrive50e,Electric Hybrid
3.0,6.0,SemiAuto-8,4WD,Electricity,standard SUV,7,57.0,23/59,22/58,9.0,2024,BMW,X5 xDrive50e,Electric Hybrid
4.4,8.0,SemiAuto-8,4WD,Gasoline,standard SUV,5,13.0,18,15,2.0,2024,BMW,X6 M Competition,Not Hybrid
4.4,8.0,SemiAuto-8,4WD,Gasoline,standard SUV,5,17.0,22,19,4.0,2024,BMW,X6 M60i xDrive,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,standard SUV,7,23.0,26,24,5.0,2024,BMW,X6 xDrive40i,Not Hybrid
4.4,8.0,SemiAuto-8,4WD,Gasoline,standard SUV,5,16.0,21,18,4.0,2024,BMW,X7 M60i xDrive,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,standard SUV,7,21.0,25,22,5.0,2024,BMW,X7 xDrive40i,Not Hybrid
4.4,8.0,SemiAuto-8,4WD,Gasoline,standard SUV,7,12.0,17/46,14/46,7.0,2024,BMW,XM,Electric Hybrid
4.4,8.0,SemiAuto-8,4WD,Electricity,standard SUV,7,46.0,17/46,14/46,7.0,2024,BMW,XM,Electric Hybrid
4.4,8.0,SemiAuto-8,4WD,Gasoline,standard SUV,7,12.0,17/46,14/46,7.0,2024,BMW,XM Label,Electric Hybrid
4.4,8.0,SemiAuto-8,4WD,Electricity,standard SUV,7,46.0,17/46,14/46,7.0,2024,BMW,XM Label,Electric Hybrid
2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,7,25.0,33,28,6.0,2024,BMW,Z4,Not Hybrid
3.0,6.0,SemiAuto-8,2WD,Gasoline,small car,5,23.0,31,26,5.0,2024,BMW,Z4 M40i,Not Hybrid
,,Auto-1,4WD,Electricity,small car,10,94.0,98,95,10.0,2024,BMW,"i4 M50 Gran Coupe (19"" Wheels)",Not Hybrid
,,Auto-1,4WD,Electricity,small car,10,79.0,80,80,10.0,2024,BMW,"i4 M50 Gran Coupe (20"" Wheels)",Not Hybrid
,,Auto-1,2WD,Electricity,small car,10,111.0,107,110,10.0,2024,BMW,i4 eDrive 35 Gran Coupe (19'' Wheels),Not Hybrid
,,Auto-1,2WD,Electricity,small car,10,122.0,119,120,10.0,2024,BMW,i4 eDrive35 Gran Coupe (18'' Wheels),Not Hybrid
,,Auto-1,2WD,Electricity,small car,10,109.0,108,109,10.0,2024,BMW,"i4 eDrive40 Gran Coupe (18"" Wheels)",Not Hybrid
,,Auto-1,2WD,Electricity,small car,10,100.0,99,100,10.0,2024,BMW,"i4 eDrive40 Gran Coupe (19"" Wheels)",Not Hybrid
,,Auto-1,4WD,Electricity,small car,10,107.0,111,109,10.0,2024,BMW,i4 xDrive40 Gran Coupe (18'' Wheels),Not Hybrid
,,Auto-1,4WD,Electricity,small car,10,98.0,100,99,10.0,2024,BMW,i4 xDrive40 Gran Coupe (19'' Wheels),Not Hybrid
,,Auto-1,4WD,Electricity,small car,10,90.0,93,91,10.0,2024,BMW,i5 M60 xDrive Sedan (19'' Wheels),Not Hybrid
,,Auto-1,4WD,Electricity,small car,10,89.0,90,89,10.0,2024,BMW,i5 M60 xDrive Sedan (20'' Wheels),Not Hybrid
,,Auto-1,4WD,Electricity,small car,10,85.0,86,85,10.0,2024,BMW,i5 M60 xDrive Sedan (21'' Wheels),Not Hybrid
,,Auto-1,2WD,Electricity,small car,10,104.0,105,105,10.0,2024,BMW,i5 eDrive40 Sedan (19'' Wheels),Not Hybrid
,,Auto-1,2WD,Electricity,small car,10,99.0,98,99,10.0,2024,BMW,i5 eDrive40 Sedan (20'' Wheels),Not Hybrid
,,Auto-1,2WD,Electricity,small car,10,97.0,94,96,10.0,2024,BMW,i5 eDrive40 Sedan (21'' Wheels),Not Hybrid
,,Auto-1,4WD,Electricity,large car,10,74.0,80,77,10.0,2024,BMW,i7 M70 xDrive Sedan (20'' Wheels),Not Hybrid
,,Auto-1,4WD,Electricity,large car,10,79.0,85,81,10.0,2024,BMW,i7 M70 xDrive Sedan (21'' Wheels),Not Hybrid
,,Auto-1,2WD,Electricity,large car,10,87.0,95,90,10.0,2024,BMW,i7 eDrive50 Sedan (19'' Wheels),Not Hybrid
,,Auto-1,2WD,Electricity,large car,10,83.0,90,86,10.0,2024,BMW,i7 eDrive50 Sedan (20'' Wheels),Not Hybrid
,,Auto-1,2WD,Electricity,large car,10,86.0,92,88,10.0,2024,BMW,i7 eDrive50 Sedan (21'' Wheels),Not Hybrid
,,Auto-1,4WD,Electricity,large car,10,87.0,93,90,10.0,2024,BMW,i7 xDrive60 Sedan (19'' Wheels),Not Hybrid
,,Auto-1,4WD,Electricity,large car,10,82.0,87,84,10.0,2024,BMW,i7 xDrive60 Sedan (20'' Wheels),Not Hybrid
,,Auto-1,4WD,Electricity,large car,10,86.0,91,88,10.0,2024,BMW,i7 xDrive60 Sedan (21'' Wheels),Not Hybrid
,,Auto-1,4WD,Electricity,standard SUV,10,78.0,82,80,10.0,2024,BMW,iX M60 (21'' Wheels),Not Hybrid
