Date,Average City MPG
2012-01-01,88.0
2013-01-01,91.66666666666667
2014-01-01,89.33333333333333
2015-01-01,93.4
2016-01-01,93.5625
2017-01-01,96.26666666666667
2018-01-01,105.0909090909091
2019-01-01,107.84210526315789
2020-01-01,116.19047619047619
2021-01-01,116.8125
2022-01-01,119.23076923076923
2023-01-01,119.36363636363636
2024-01-01,113.75
