Date,Average City MPG
2013-01-01,98.0
2014-01-01,98.0
2015-01-01,98.0
2016-01-01,98.0
2017-01-01,106.8
2018-01-01,110.0
2019-01-01,109.0
2020-01-01,109.66666666666667
2021-01-01,101.0
2022-01-01,95.41666666666667
2023-01-01,95.3076923076923
2024-01-01,83.2
